Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Marshawn Kneeland,WMU,DL,27,22,49,4.5,0,0,0,0,0,2
Tyler Nubin,MINN,DB,31,18,49,1.0,0,4,4,14,0,1
Maxen Hook,TOL,S,26,23,49,0.0,8,3,3,0,0,1
Tyrell Davis,GASO,DB,26,23,49,0.0,17,2,1,28,1,0
Laletia Hale,JVST,LB,26,23,49,1.0,6,0,0,0,0,0
Bryon Threats,CIN,S,31,18,49,1.0,29,5,2,33,0,1
Terrion Arnold,ALA,DB,28,21,49,1.0,3,9,3,37,0,1
Kamren Kinchens,MIA,S,34,15,49,1.0,0,5,4,29,1,0
Tongiaki Mateialona,NEV,LB,30,19,49,1.0,0,0,0,0,0,2
Rayuan Lane III,NAVY,S,31,18,49,0.5,0,7,4,97,1,2
Mbiti Williams Jr.,NAVY,DE,32,17,49,0.0,8,2,0,0,0,1
Sidney Houston Jr.,BALL,LB,29,20,49,5.5,0,0,0,0,0,1
Xavier Benson,OKST,LB,26,22,48,1.5,1,1,0,0,0,1
Shawn Preston Jr.,MSST,S,23,25,48,0.0,50,1,3,3,0,2
Brennan Jackson,WSU,DE,21,27,48,6.5,0,3,0,0,0,1
Kitan Oladapo,ORST,DB,26,22,48,1.0,0,5,2,14,0,0
Brian Ugwu,M-OH,DL,26,22,48,6.5,5,0,0,0,0,1
Martavius French,UTSA,LB,26,22,48,0.0,45,2,0,0,0,0
Julien Simon,TLSA,LB,19,29,48,0.5,0,2,0,0,0,0
Smael Mondon Jr.,UGA,LB,32,16,48,3.0,6,1,0,0,0,0
Dorian Jones,CIN,LB,20,28,48,1.0,0,2,1,0,0,0
Ken Robinson,UTSA,DB,28,20,48,0.0,0,2,0,0,0,0
Chris Hardie,JVST,DL,29,19,48,6.5,0,1,1,58,0,0
Jordan Bertagnole,WYO,DT,19,29,48,1.0,-2,2,0,0,0,1
Seyi Oladipo,BOIS,S,36,12,48,0.0,0,4,1,0,0,1
Evan Anderson,FAU,DL,20,28,48,3.5,0,0,0,0,0,0
Darius Green,MINN,DB,27,21,48,0.0,16,1,0,0,0,0
Chandler Rivers,DUKE,CB,33,15,48,0.0,1,3,1,13,1,0
Phillip Dunnam,IU,DB,36,12,48,0.0,0,5,3,17,0,0
Scooby Williams,FLA,LB,26,22,48,1.0,0,0,0,0,0,2
Sione Vaki,UTAH,S,36,12,48,2.0,52,2,1,2,0,0
Nuer Gatkuoth,CSU,DL,15,33,48,0.0,0,2,0,0,0,1
Rodrick Ward,COLO,S,36,12,48,0.0,0,2,0,0,0,1
Jackson Sirmon,CAL,LB,27,20,47,1.0,8,1,0,0,0,1
C.J. Goetz,WIS,LB,18,29,47,4.0,0,2,1,0,0,1
Coco Azema,NU,DB,28,19,47,0.0,0,1,1,0,0,0
Jett Elad,UNLV,DB,30,17,47,0.0,0,5,0,0,0,0
Kain Medrano,UCLA,LB,25,22,47,2.0,44,1,0,0,0,1
Mark Perry,TCU,S,37,10,47,0.0,40,3,0,0,0,1
Kempton Shine,EMU,DB,27,20,47,0.0,0,8,0,0,0,0
Omar Speights,LSU,LB,13,34,47,0.0,0,0,0,0,0,0
Jay Stanley,USM,S,23,24,47,0.0,167,4,3,8,0,3
Ruben Hyppolite II,MD,LB,37,10,47,1.0,18,0,0,0,0,0
Ethan Barr,VAN,LB,18,29,47,1.0,0,1,0,0,0,1
Justin Eboigbe,ALA,DL,18,29,47,5.0,0,1,0,0,0,0
Shaquan Loyal,RUTG,DB,30,17,47,1.0,18,2,1,37,0,0
Jihaad Campbell,ALA,LB,20,27,47,0.5,8,1,1,2,0,0
Jordan Turner,WIS,LB,25,22,47,2.0,24,2,0,0,0,0
Jack Henderson,MINN,DB,35,12,47,1.0,62,1,2,17,0,0
Anthony Hill Jr.,TEX,LB,29,18,47,3.0,0,2,0,0,0,0
Zachary Ford,TOL,S,24,22,46,0.0,26,4,0,0,0,0
Jeremiah Harris,JVST,S,28,18,46,0.0,0,3,1,0,0,0
Jaylen Key,ALA,DB,23,23,46,0.0,0,1,1,13,0,0
Omar Brown,NEB,DB,31,15,46,0.0,22,3,1,0,0,2
Nick Giacolone,KENT,LB,24,22,46,0.0,0,1,1,0,0,1
Mohamed Kamara,CSU,DL,24,22,46,11.5,41,1,0,0,0,2
Maema Njongmeta,WIS,LB,26,20,46,3.0,0,1,0,0,0,0
Tykee Smith,UGA,DB,31,15,46,2.0,0,2,4,12,0,0
Alphonzo Tuputala,WASH,LB,28,18,46,0.5,41,0,1,76,0,0
Daquan Evans,USF,DB,35,11,46,3.0,0,7,0,0,0,0
Jahdae Barron,TEX,DB,26,20,46,0.0,6,2,1,16,0,0
Tyler Grubbs,TULN,LB,29,17,46,2.0,0,0,0,0,0,0
Kaimon Rucker,UNC,LB,26,20,46,8.5,0,1,0,0,0,0
Kydran Jenkins,PUR,LB,35,11,46,7.0,0,1,0,0,0,1
Marcus Banks,MSST,S,26,20,46,0.0,5,3,0,0,0,0
Tyler Jackson,NIU,LB,25,21,46,0.0,0,0,0,0,0,0
Kobe Hylton,UTEP,S,25,21,46,0.0,11,1,0,0,0,2
Isaiah Nwokobia,SMU,S,31,15,46,1.0,0,1,2,25,1,0
Jeffrey Bassa,ORE,LB,26,20,46,0.0,4,0,1,45,1,0
Tavian Combs,UNM,S,29,17,46,0.0,13,1,0,0,0,1
Jimmy Ciarlo,ARMY,LB,25,21,46,3.0,0,1,0,0,0,1
Johnathan Baldwin,UNLV,DB,25,21,46,1.0,0,3,2,36,0,0
Drue Watts,NEV,LB,24,22,46,0.5,0,2,0,0,0,0
Max DiDomenico,ARMY,DB,22,24,46,0.0,0,0,1,15,0,1
Cade Uluave,CAL,LB,23,23,46,1.0,1,2,1,4,0,2
Tate Romney,ASU,LB,25,21,46,1.0,0,4,0,0,0,0
Jacob Hollins,TEM,LB,22,23,45,2.0,0,1,0,0,0,0
Chigozie Anusiem,CSU,DB,27,18,45,0.0,0,1,1,3,0,0
Nicario Harper,ILL,DB,27,18,45,0.0,11,2,1,0,0,0
Sebastian Castro,IOWA,DB,30,15,45,0.0,23,5,3,30,1,0
Don Chapman,UNC,DB,32,13,45,1.0,4,1,2,7,0,0
Marcus Fuqua,BUFF,S,27,18,45,0.0,0,1,0,0,0,0
Jordan Veneziale,GAST,LB,29,16,45,0.0,6,0,0,0,0,1
Logan Berryhill,USF,S,31,14,45,0.0,0,2,2,28,0,0
Carson Bruener,WASH,LB,22,23,45,0.0,0,2,1,33,0,0
Justin Whiteside,CMU,LB,28,17,45,0.0,131,0,0,0,0,1
Deontae Craig,IOWA,DL,12,33,45,2.0,0,1,0,0,0,0
Jamal Ligon,UTSA,LB,26,19,45,0.0,0,1,0,0,0,0
Teylor Jackson,ECU,LB,11,34,45,0.0,9,2,0,0,0,0
Brandon George,PITT,LB,24,21,45,1.0,0,0,1,3,0,0
Te'Rai Powell,MASS,DB,26,19,45,0.0,0,3,0,0,0,0
Swayze Bozeman,USM,LB,16,29,45,0.5,0,3,0,0,0,0
Aljareek Malry,BALL,DB,27,18,45,0.0,0,1,1,45,0,0
Gabriel Taylor,RICE,S,32,13,45,1.0,0,6,2,72,0,1
Tre Smith,SJSU,DL,21,24,45,5.5,3,0,0,0,0,1
Dillon Tatum,MSU,DB,30,15,45,0.0,0,7,0,0,0,0
Keyon Martin,UL,CB,30,15,45,0.0,0,3,0,0,0,0
J.J. Dervil,NMSU,S,24,21,45,0.0,0,4,0,0,0,0
Jaden Mangham,MSU,DB,23,22,45,0.0,27,3,4,10,0,0
Davison Igbinosun,OSU,CB,31,14,45,0.0,0,5,0,0,0,0
Savion Riley,VAN,S,32,13,45,0.0,0,0,0,0,0,0
Cameron Smith,MEM,DB,35,10,45,0.0,13,4,3,13,0,0
Jailin Walker,JMU,LB,19,26,45,1.5,0,3,0,0,0,2
Jalen Huskey,BGSU,CB,23,22,45,0.0,0,6,4,32,0,0
Scotty Edwards,STAN,S,25,20,45,1.0,0,1,2,10,0,0
Cedarious Barfield,SDSU,S,23,21,44,0.0,0,2,4,16,0,1
Jaylon Hutchings,TTU,DL,22,22,44,3.5,0,1,0,0,0,0
Nate Bauer,TOL,S,29,15,44,0.0,48,2,1,23,0,1
Noah Plack,CONN,LB,30,14,44,0.5,0,0,0,0,0,0
Paul Moala,GT,LB,23,21,44,2.0,0,2,0,0,0,1
Tre'Mon Morris-Brash,UCF,DE,29,15,44,8.5,4,0,0,0,0,0
Yanni Karlaftis,PUR,LB,24,20,44,1.5,0,0,0,0,0,0
Nahji Logan,MASS,LB,21,23,44,0.5,0,1,0,0,0,0
De'Rickey Wright,VAN,S,30,14,44,0.0,0,3,2,9,0,2
Sean Fresch,RICE,CB,34,10,44,0.0,0,7,0,0,0,1
Devon Williams,MINN,LB,27,17,44,1.0,0,0,1,19,0,1
Tyler Batty,BYU,DE,25,19,44,4.5,11,0,0,0,0,2
O.J. Burroughs,KU,S,36,8,44,0.0,0,4,1,0,0,0
Caden Fordham,NCSU,LB,18,26,44,0.0,0,0,0,0,0,0
Zy Alexander,LSU,CB,30,14,44,0.0,0,7,2,28,0,0
Dontae Balfour,CLT,DB,27,17,44,0.0,6,9,1,0,0,2
Nic Scourton,PUR,LB,29,15,44,8.0,0,3,0,0,0,1
Emmanuel McNeil-Warren,TOL,S,21,23,44,0.0,9,3,2,12,0,1
Morice Norris Jr.,FRES,S,33,11,44,2.5,0,9,2,11,0,1
Raion Strader,M-OH,DB,33,11,44,0.0,0,12,0,0,0,0
Ben Kopenski,TLSA,DL,23,20,43,5.5,80,0,0,0,0,0
Giovanni Biggers,UNC,DB,27,16,43,0.0,0,1,1,5,0,0
Travion Brown,ASU,LB,21,22,43,0.5,27,1,0,0,0,0
Jaylen McCollough,TENN,DB,26,17,43,0.0,15,2,3,36,1,0
JT Killen,CCU,LB,15,28,43,0.0,0,0,1,30,1,0
Jaxen Turner,UNLV,DB,22,21,43,0.0,0,0,4,0,0,0
Rashad Wisdom,UTSA,S,33,10,43,2.0,0,3,0,0,0,1
Billy Wooden,MASS,DT,19,24,43,5.5,8,1,0,0,0,2
Curtis Jacobs,PSU,LB,28,15,43,1.0,0,0,0,0,0,0
Seth Coleman,ILL,LB,30,13,43,4.0,0,3,0,0,0,0
Devan Boykin,NCSU,DB,17,26,43,0.0,0,0,2,39,0,0
Shad Banks Jr.,TCU,LB,28,15,43,1.0,7,1,0,0,0,1
Billy Bowman Jr.,OU,DB,24,19,43,0.0,15,4,4,44,1,0
Dominick Hill,TEM,CB,27,16,43,0.0,8,4,0,0,0,1
Gerrell Johnson,MASS,LB,14,29,43,0.0,0,0,0,0,0,1
Kyle Kennard,GT,DL,25,18,43,6.0,7,0,1,12,0,2
DJ Lundy,FSU,LB,14,29,43,1.5,0,4,1,0,0,0
Daylan Carnell,MIZ,DB,25,18,43,2.0,33,6,1,38,1,0
Ben Bell,TXST,DE,26,17,43,7.0,0,0,0,0,0,1
Tyree Skipper,UL,S,26,17,43,0.0,0,3,2,31,0,1
Logan Lee,IOWA,DL,14,29,43,2.0,0,2,0,0,0,0
John Bullock,NEB,LB,22,21,43,1.5,0,2,0,0,0,0
Devo Bridges,FRES,DL,24,19,43,2.5,16,1,1,0,0,0
Alex Odom,TEM,S,20,23,43,0.0,0,0,0,0,0,0
Talique Allen,WKU,DB,25,18,43,0.0,82,2,0,0,0,1
Shane Bruce,CCU,LB,14,29,43,0.0,0,4,1,0,0,0
Jaylon Carlies,MIZ,DB,24,19,43,0.0,86,2,1,0,0,0
Josh Celiscar,UCF,DE,24,19,43,0.0,4,0,0,0,0,0
Crew Wakley,BYU,S,24,19,43,0.0,0,5,1,20,0,0
Jalen Stroman,VT,S,17,26,43,0.0,2,2,0,0,0,0
Ahmad Walker,SMU,LB,28,15,43,1.0,0,4,0,0,0,0
Jaylin Alderman,LOU,LB,22,21,43,1.0,10,1,0,0,0,0
TJ Smith,GASO,DB,30,13,43,0.0,0,1,2,43,0,0
Stone Blanton,SC,LB,25,18,43,1.0,0,2,1,88,1,1
Jordan Stringer,TROY,LB,21,22,43,1.5,0,0,1,0,0,1
Jerome Jolly Jr.,LIB,LB,19,24,43,1.0,5,2,2,27,0,2
JB Brown,KU,LB,28,15,43,2.0,0,2,0,0,0,2
Meki Pei,HAW,DB,22,21,43,0.5,12,1,0,0,0,0
Jaylen Wester,FAU,LB,27,16,43,1.0,0,1,0,0,0,1
Luke Pirris,NAVY,LB,28,15,43,3.5,2,3,0,0,0,1
Terry Moore,DUKE,S,21,22,43,2.5,0,2,0,0,0,0
Dayne Hodge,TLSA,S,23,20,43,0.0,19,0,1,0,0,1
Preston Hodge,LIB,DB,29,14,43,0.0,39,7,1,0,0,0
CJ Christian,FIU,DB,28,15,43,0.0,5,3,3,0,0,0
Caleb Weaver,SHSU,DB,26,17,43,0.0,0,4,0,0,0,0
Shavon Revel,ECU,DB,22,21,43,1.0,7,6,0,0,0,0
Da'Marcus Crosby,SHSU,DB,25,18,43,0.0,0,2,3,32,0,0
Andre Carter,IU,DL,23,19,42,2.0,37,3,0,0,0,0
Keni-H Lovely,WMU,CB,24,18,42,0.0,21,5,2,0,0,3
Richard Jibunor,TROY,LB,20,22,42,8.0,60,0,0,0,0,3
Ron Stone Jr.,WSU,DE,20,22,42,3.0,2,1,0,0,0,2
Michael Dowell,M-OH,DB,21,21,42,0.0,0,3,2,17,0,0
Trezmen Marshall,ALA,LB,18,24,42,2.5,0,0,0,0,0,0
Javin Wright,NEB,LB,15,27,42,0.0,0,2,2,12,0,1
Justin Flowe,ARIZ,LB,13,29,42,1.0,-1,0,0,0,0,0
Cody Simon,OSU,LB,17,25,42,0.0,0,2,0,0,0,0
Courtline Flowers,UL,CB,29,13,42,0.0,21,1,0,0,0,0
Caleb McCullough,ASU,LB,21,21,42,1.0,7,2,0,0,0,1
Jer'Zhan Newton,ILL,DL,21,21,42,5.5,0,2,0,0,0,1
Xavier Watts,ND,S,26,16,42,0.0,7,4,7,61,0,1
Jasheen Davis,WAKE,DL,20,22,42,7.5,0,2,0,0,0,1
Tyleik Williams,OSU,DT,16,26,42,3.0,3,5,0,0,0,0
Hudson Clark,ARK,DB,24,18,42,0.5,42,2,1,0,0,0
D.J. Miller Jr.,KENT,DB,26,16,42,0.0,8,2,1,0,0,0
Kendrick Simpkins,WKU,DB,28,14,42,5.0,0,1,0,0,0,3
Justin Parks,ARST,S,23,19,42,0.0,0,3,0,0,0,0
Austin Booker,KU,DL,31,11,42,7.0,79,0,0,0,0,2
Donovan Ezeiruaku,BC,DE,22,20,42,2.0,0,1,0,0,0,2
Corey Flagg Jr.,MIA,LB,22,20,42,0.0,6,0,0,0,0,1
Cameron Oliver,UNLV,DB,32,10,42,2.0,0,4,3,3,0,1
Mac McWilliams,UAB,CB,31,11,42,0.0,0,6,0,0,0,0
Rodney Robinson,BOIS,S,28,14,42,0.0,0,1,0,0,0,1
Mikail Kamara,JMU,DL,23,19,42,6.5,0,2,0,0,0,3
Myles Purchase,ISU,DB,28,14,42,1.0,5,7,0,0,0,0
Wrook Brown,WYO,DB,30,12,42,0.0,0,3,3,9,0,0
Dyoni Hill,MRSH,DB,26,16,42,0.0,5,9,1,0,0,1
Trey Moore,UTSA,LB,27,15,42,14.0,0,2,1,3,0,1
Marc Stampley II,GASO,DB,28,14,42,1.0,8,3,1,2,0,0
Khalil Jacobs,USA,LB,17,25,42,2.0,0,0,0,0,0,2
Marcus Ratcliffe,SDSU,S,29,13,42,0.0,0,1,0,0,0,0
Taj Ward,CIN,DB,26,15,41,0.5,0,2,0,0,0,2
Davon Ferguson,BGSU,CB,28,13,41,2.0,5,5,2,0,0,0
Teldrick Ross,MTSU,CB,36,5,41,0.0,0,2,0,0,0,0
Larry Nixon III,AUB,LB,22,19,41,0.0,0,0,0,0,0,0
Shayne Simon,PITT,LB,22,19,41,4.0,0,2,0,0,0,0
Dashaun Mallory,ASU,DL,21,20,41,2.0,27,4,0,0,0,0
BJ Davis,ECU,LB,21,20,41,0.0,0,7,0,0,0,2
AJ Watts,ULM,S,30,11,41,0.0,0,6,2,20,0,0
Keith Randolph Jr.,ILL,DL,18,23,41,1.5,0,0,0,0,0,0
Yahya Black,IOWA,DL,18,23,41,2.0,0,2,0,0,0,1
Danny Striggow,MINN,DL,26,15,41,6.0,0,0,0,0,0,1
Alexander Teubner,BOIS,S,24,17,41,0.0,0,3,1,0,0,0
Alijah Huzzie,UNC,DB,29,12,41,0.0,10,6,3,33,0,0
James Carpenter,JMU,DL,14,27,41,4.0,0,3,1,36,0,0
Cooper DeJean,IOWA,DB,26,15,41,0.0,74,5,2,41,0,0
Nikai Martinez,UCF,DB,31,10,41,0.0,8,1,2,42,0,0
Kevin Winston Jr.,PSU,S,24,17,41,0.0,0,2,0,0,0,0
Zion Childress,UK,DB,29,12,41,1.0,21,1,0,0,0,0
Sabastian Harsh,WYO,DE,24,17,41,1.0,10,1,0,0,0,0
Quentavius Scandrett,EMU,DB,20,21,41,0.0,44,0,2,22,0,0
Dakota Cochran,CMU,LB,23,18,41,0.0,0,1,1,9,0,0
Simeon Harris,USU,S,24,17,41,0.0,9,4,1,0,0,0
Joseph Carter,LIB,LB,26,15,41,0.0,0,1,0,0,0,0
Parker Hughes,MTSU,LB,23,18,41,1.5,0,1,0,0,0,0
Mazin Richards,UNT,DL,27,14,41,2.0,0,0,0,0,0,0
Austin Brawley,OHIO,S,15,26,41,0.0,7,2,2,5,0,0
Oluwafemi Oladejo,UCLA,LB,19,22,41,0.5,0,3,1,0,0,0
Solomon Byrd,USC,DE,25,15,40,5.0,11,1,0,0,0,3
Tayvonn Kyle,UVA,CB,20,20,40,0.0,0,4,0,0,0,0
Max Michel,BUFF,DE,24,16,40,5.0,0,4,0,0,0,4
Carlton Johnson,FRES,DB,28,12,40,0.0,0,6,4,0,0,0
Brandon Bishop,LIB,DB,26,14,40,0.0,12,1,1,0,0,0
Jamree Kromah,JMU,DL,20,20,40,9.0,0,0,0,0,0,0
Khadry Jackson,GASO,LB,23,17,40,1.0,0,2,1,20,1,2
Kris Abrams-Draine,MIZ,DB,29,11,40,0.0,0,11,4,6,0,0
Dan Foster Jr.,TXST,LB,19,21,40,0.0,0,0,0,0,0,1
DJ Gordon IV,USF,LB,18,22,40,2.5,0,1,0,0,0,0
Drew Francis,MTSU,LB,27,13,40,2.0,0,0,0,0,0,1
Dorian Hopkins,TLSA,LB,14,26,40,1.0,0,0,0,0,0,0
Markevious Brown,PUR,DB,28,12,40,1.0,8,4,0,0,0,2
Mello Dotson,KU,CB,33,7,40,1.0,0,8,3,50,2,0
Millard Bradford,TCU,S,32,8,40,0.0,18,4,2,40,1,1
Jason Simmons Jr.,SYR,DB,29,11,40,0.0,0,5,1,84,1,0
Donyai Taylor,UTSA,LB,26,14,40,2.0,4,2,1,78,0,1
Elijah Jackson,WASH,CB,29,11,40,0.0,2,5,0,0,0,1
Benjamin Perry,LOU,DB,17,23,40,1.0,12,3,0,0,0,0
Nelson Ceaser,HOU,DL,27,13,40,9.5,28,1,0,0,0,0
Tamarion McDonald,TENN,DB,23,17,40,1.0,15,4,1,0,0,0
Syaire Riley,UNM,LB,16,24,40,1.0,29,0,0,0,0,0
Desmond Purnell,KSU,LB,25,15,40,0.5,39,2,1,0,0,1
Tackett Curtis,USC,LB,24,16,40,2.0,0,1,0,0,0,1
Red Murdock,BUFF,LB,26,14,40,2.0,7,0,0,0,0,3
Hezekiah Masses,FIU,DB,36,4,40,0.0,31,4,1,40,1,0
Sonny Styles,OSU,S,24,16,40,2.0,13,1,0,0,0,1
Fred Thompkins,UNLV,LB,19,21,40,1.0,0,0,0,0,0,1
D'Angelo Ponds,JMU,CB,23,17,40,0.0,25,11,1,10,0,0
Will Lee III,KSU,CB,30,10,40,0.0,33,6,2,16,0,1
Jireh Wilson,UCF,DB,24,15,39,0.0,21,2,0,0,0,1
Jordan Domineck,COLO,LB,30,9,39,5.0,35,2,0,0,0,0
Steve Stephens IV,ORE,DB,24,15,39,0.0,0,2,1,6,0,1
Javontae Jean-Baptiste,ND,DL,14,25,39,1.5,0,1,0,0,0,0
DJ Brown,ND,S,23,16,39,0.0,3,3,1,0,0,0
Laiatu Latu,UCLA,DL,20,19,39,11.0,0,2,1,25,0,2
Josh DeBerry,TA&M,DB,31,8,39,1.0,9,7,2,16,0,0
Andre Seldon,NMSU,CB,24,15,39,0.0,0,5,1,0,0,0
Jordan Clark,ASU,DB,24,15,39,0.0,26,8,0,0,0,0
Ethan Hurkett,IOWA,DL,20,19,39,0.0,0,0,0,0,0,0
LaMareon James,ODU,CB,24,15,39,0.0,0,5,1,66,1,1
Rylie Mills,ND,DL,19,20,39,1.5,0,0,0,0,0,0
Caelen Carson,WAKE,DB,27,12,39,0.0,21,8,0,0,0,1
Dallas Turner,ALA,LB,19,20,39,7.0,0,1,0,0,0,2
DJ Douglas,TULN,DB,30,9,39,0.0,0,2,2,11,0,0
Malik Dixon-Williams,CONN,DB,20,19,39,0.0,0,1,1,0,0,2
Jonathan McGill,SMU,S,26,13,39,0.5,2,6,1,34,1,0
Elijah Anderson-Taylor,FIU,LB,23,16,39,0.0,10,0,0,0,0,1
DaRon Gilbert,NIU,LB,18,21,39,0.0,5,1,0,0,0,0
Kobe King,PSU,LB,26,13,39,1.5,0,0,0,0,0,0
Brandon Johnson,DUKE,NT,22,17,39,2.0,0,4,0,0,0,0
Mitch Leigber,STAN,S,23,16,39,2.0,38,1,0,0,0,0
Preston Zachman,WIS,S,21,18,39,0.0,0,2,1,0,0,0
Avery Morris,UTSA,LB,22,17,39,1.0,39,0,0,0,0,0
Peyton Price,EMU,DL,10,29,39,3.5,12,0,0,0,0,0
Stefon Thompson,SYR,LB,19,20,39,1.5,0,0,0,0,0,1
Xavier McDonald,NAVY,S,25,14,39,3.0,0,0,0,0,0,3
Aaron Lewis,RUTG,DL,13,26,39,3.0,2,2,0,0,0,0
Nick Morris Jr.,DUKE,LB,19,20,39,1.0,0,0,0,0,0,0
Derrell Farrar,APP,LB,17,22,39,0.5,0,0,0,0,0,0
Whit Weeks,LSU,LB,12,27,39,0.5,11,0,0,0,0,0
Daijahn Anthony,MISS,S,15,24,39,0.0,0,6,2,19,0,1
Keyron Crawford,ARST,DE,20,19,39,4.5,0,1,0,0,0,2
Takulve Williams,WKU,DB,23,15,38,0.0,0,1,1,0,0,0
Jared Small,TULN,LB,26,12,38,2.0,40,2,0,0,0,0
Thurman Geathers,ARST,DE,20,18,38,3.0,20,0,0,0,0,0
Al Blades Jr.,DUKE,CB,23,15,38,0.0,5,7,0,0,0,0
O'shai Fletcher,TROY,CB,31,7,38,1.0,0,3,1,0,0,1
Hayes Maples,USM,LB,16,22,38,0.5,0,0,1,4,0,0
Michael Barrett,MICH,LB,20,18,38,1.0,0,1,0,0,0,2
John McCartan,ORST,LB,22,16,38,4.5,0,2,1,0,0,1
Phil Hill,UNT,S,22,16,38,0.0,7,3,3,0,0,0
David Gbenda,TEX,LB,18,20,38,1.5,0,1,0,0,0,0
Isaiah Hazel,CLT,DB,15,23,38,0.0,0,0,0,0,0,0
Elijah Alston,MRSH,DL,19,19,38,4.0,0,2,1,85,1,0
Marvin Grant,KU,S,26,12,38,0.0,41,1,0,0,0,1
Marist Liufau,ND,LB,21,17,38,2.5,0,1,0,0,0,1
KJ Martin,AKR,DB,13,25,38,1.0,0,4,2,64,0,0
Jaiden Francois,USU,CB,14,24,38,0.0,27,2,1,75,1,0
Jaise Oliver,TLSA,S,25,13,38,0.0,0,6,3,0,0,1
Stephen Dix Jr.,MRSH,LB,15,23,38,0.0,12,0,0,0,0,0
Landon Jackson,ARK,DL,21,17,38,5.5,0,1,0,0,0,0
Jaylen Reed,PSU,S,25,13,38,1.0,1,1,1,17,0,0
Kevin Wood,UNT,LB,16,22,38,2.0,0,1,0,0,0,1
Marcus Harris,AUB,DL,20,18,38,6.0,0,1,0,0,0,1
Tre'Von Jones,MINN,DB,29,9,38,1.0,0,5,2,11,0,0
Willie Roberts,LT,DB,28,10,38,0.0,0,12,1,0,0,1
Jordan Hansen,NIU,DB,23,15,38,1.0,25,1,0,0,0,0
Devin Lafayette,NIU,DB,23,15,38,0.5,18,0,0,0,0,2
Yam Banks,USA,S,23,15,38,1.0,0,2,1,0,0,1
Caden Sullivan,APP,LB,21,17,38,1.0,8,0,0,0,0,1
TyQaze Leggs,MRSH,DL,13,25,38,3.0,0,0,0,0,0,0
Javon Bullard,UGA,DB,28,10,38,0.0,0,3,2,0,0,0
K.J. Cloyd,MIA,LB,19,19,38,2.0,0,1,0,0,0,0
Malachi Moore,ALA,DB,20,18,38,0.0,120,3,1,0,0,0
Key Lawrence,OU,DB,26,12,38,0.0,24,3,2,0,0,1
Nate Valcarcel,NIU,S,14,24,38,0.0,11,1,3,33,0,0
Dezjhon Malone,SDSU,CB,29,9,38,1.0,0,6,1,0,0,1
Abdul Carter,PSU,LB,20,18,38,2.0,15,4,1,18,0,1
Ethan Johnson,APP,CB,28,10,38,0.0,0,8,0,0,0,0
Desmyn Baker,WKU,LB,21,17,38,1.0,0,1,1,8,0,1
Malcolm Hartzog,NEB,DB,26,12,38,0.0,0,6,0,0,0,0
Marcus Allen,UNC,DB,30,8,38,0.0,0,8,1,0,0,0
Hershey McLaurin,WVU,S,21,17,38,0.5,0,3,0,0,0,0
Kekoura Tarnue,JVST,CB,32,6,38,1.0,0,4,3,23,0,0
Taniela Latu,SJSU,LB,16,22,38,0.0,0,0,0,0,0,0
Dimitri Johnson,UNM,LB,19,19,38,0.5,0,3,0,0,0,1
Eddie Heckard,BYU,CB,21,16,37,1.0,0,5,3,38,0,1
Daniel Grzesiak,CIN,LB,17,20,37,3.5,8,3,0,0,0,1
Cole Godbout,WYO,NT,9,28,37,2.0,0,0,1,23,0,0
Francis Meehan,JMU,S,18,19,37,0.0,0,2,3,-6,0,1
Coleman Coco,RICE,DE,13,24,37,3.0,0,0,0,0,0,0
Nathan Pickering,MSST,DT,17,20,37,2.0,5,0,0,0,0,0
K.J. Wallace,GT,DB,22,15,37,1.0,43,6,0,0,0,2
Nick Henrich,NEB,LB,17,20,37,2.0,4,1,0,0,0,0
Jared Bartlett,WVU,LB,22,15,37,2.5,0,1,0,0,0,0
Prince Bemah,CLT,LB,14,23,37,1.0,0,0,0,0,0,0
DeWayne Carter,DUKE,DT,10,27,37,0.5,0,3,0,0,0,0
Jeremiah Jean-Baptiste,MISS,LB,20,17,37,0.5,20,1,0,0,0,0
Terray Jones,AKR,DT,13,24,37,1.5,0,1,0,0,0,0
Xavier Carlton,CAL,LB,16,21,37,3.0,0,0,0,0,0,0
Jacques Bristol,CMU,DL,14,23,37,3.0,0,2,0,0,0,0
Derrick Canteen,VT,CB,18,19,37,0.0,0,4,1,0,0,1
James Ester,NIU,DT,16,21,37,2.5,0,0,0,0,0,0
Jamil Muhammad,USC,DE,24,13,37,6.0,1,1,0,0,0,2
Andru Phillips,UK,DB,26,11,37,0.0,0,2,0,49,0,0
Omarion Cooper,COLO,CB,32,5,37,1.0,16,5,0,0,0,0
Yahsyn McKee,M-OH,DB,24,13,37,0.0,0,8,2,0,0,0
Jalen McLeod,AUB,LB,27,10,37,5.5,0,1,0,0,0,1
Darryl Peterson,WIS,LB,21,16,37,4.5,13,2,0,0,0,0
Andrew Mukuba,CLEM,S,23,14,37,0.0,35,4,0,0,0,0
Caleb Ransaw,TROY,S,20,17,37,0.0,0,1,1,10,0,0
DaShawn Jones,WAKE,DB,27,10,37,0.0,0,2,3,16,0,0
Cole Batson,BC,DB,23,14,37,0.0,0,2,1,0,0,1
Ashton Gillotte,LOU,DL,17,20,37,10.0,46,0,0,0,0,3
T.J. Sanders,SC,DT,23,14,37,4.5,0,3,0,0,0,0
