Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Jekail Middlebrook,MTSU,RB,0,2,2,0.0,0,0,0,0,0,0
Luke Talich,ND,S,2,0,2,0.0,26,0,0,0,0,0
Aidan Swartz,AFA,DT,2,0,2,0.0,0,0,0,0,0,0
Vaka Hansen,SJSU,DL,0,2,2,0.0,0,0,0,0,0,0
Makana Meyer,HAW,DB,1,1,2,0.0,0,0,0,0,0,0
Eliyt Nairne,LIB,DT,1,1,2,1.0,0,0,0,0,0,0
Trelon Slade,CCU,CB,0,2,2,0.0,0,1,0,0,0,0
Edward Blacklock,UNM,CB,0,2,2,0.0,0,0,0,0,0,0
Che Ojarikre,STAN,S,0,2,2,0.0,9,0,0,0,0,0
Chad Alexander,GT,RB,1,1,2,0.0,0,0,0,0,0,0
Terence Thomas,AKR,DB,1,1,2,0.0,0,0,0,0,0,0
Tyler Rich,TLSA,DL,1,1,2,0.0,0,0,0,0,0,0
Stephen Nnadozie,ARMY,DB,2,0,2,0.0,0,0,0,0,0,0
Trey McGinnis,ARMY,LB,2,0,2,0.0,0,0,0,0,0,0
Charles Yates Jr.,ARIZ,DB,2,0,2,0.0,3,0,0,0,0,0
Ja'Coby Matthews,FIU,WR,0,2,2,0.0,0,0,0,0,0,0
Duane Thomas Jr.,CLT,WR,2,0,2,0.0,13,0,0,0,0,0
Rickie Davis Jr.,WKU,DB,0,2,2,0.0,44,0,0,0,0,0
Nnanna Anyanwu,UTSA,LB,0,2,2,0.5,0,0,0,0,0,0
Milo Lopez,BOIS,S,2,0,2,0.0,16,0,0,0,0,0
Anthony Policare,BUFF,QB,2,0,2,0.0,16,0,0,0,0,0
Gio De Leon,BUFF,LB,2,0,2,0.0,0,0,0,0,0,0
Jaheim Jenkins,EMU,DB,0,2,2,0.0,0,0,0,0,0,0
TJ Thompson,TROY,LB,1,1,2,0.0,6,1,0,0,0,0
Tanner Vaughan,NEV,DL,0,2,2,0.0,0,0,0,0,0,0
Dylan Carson,AFA,RB,1,1,2,0.0,0,0,0,0,0,0
Jackson Adams,AFA,LB,2,0,2,0.0,3,0,0,0,0,0
Ja'Mez Drummer,ODU,LB,1,1,2,0.0,0,0,0,0,0,0
Hudson Gibbs,UCF,DB,1,1,2,0.0,0,0,0,0,0,0
Marquise Villahermosa,UCLA,DB,2,0,2,0.0,0,0,0,0,0,0
Cruce Brookins,PITT,DB,1,1,2,0.0,2,0,0,0,0,0
Berry Buxton III,SYR,DB,1,1,2,0.0,0,0,0,0,0,0
Alex Kasee,OHIO,PK,2,0,2,0.0,0,0,0,0,0,0
Trey Pierce,MICH,DL,1,1,2,0.0,0,0,0,0,0,0
Bryson Graves,CCU,WR,1,1,2,0.0,0,0,0,0,0,0
Nikko Taylor,ORST,LB,1,1,2,0.0,0,0,0,0,0,0
Qway McCoy,ULM,LB,0,2,2,0.0,0,0,0,0,0,0
JaSean McLean,NAVY,S,0,2,2,0.0,0,0,0,0,0,0
T.J. Snowden,FIU,RB,1,1,2,0.0,14,0,0,0,0,0
Johnny Bowens III,ORE,DL,1,1,2,0.0,0,0,0,0,0,0
CJ Williams,HAW,DB,0,2,2,0.0,0,0,0,0,0,0
Jaheim Wilson-Jones,HAW,DB,1,1,2,0.0,0,0,0,0,0,0
Quientrail Jamison-Travis,AUB,DL,0,2,2,0.0,2,0,0,0,0,0
Jordan McInnis,ECU,RB,1,1,2,0.0,0,0,0,0,0,0
Thomas Hathorn,SHSU,LS,1,1,2,0.0,9,0,0,0,0,0
Tori Mulkey,NEV,DB,2,0,2,0.0,0,0,0,0,0,0
Reed Linder,ARST,WR,2,0,2,0.0,0,0,0,0,0,0
Matt Ganyard,UVA,PK,2,0,2,0.0,0,0,0,0,0,0
Jamareeh Jones,BC,LB,1,1,2,0.0,18,0,0,0,0,0
John Adams,TEM,WR,1,0,1,0.0,0,0,0,0,0,0
Kai-Leon Herbert,TLSA,OL,0,1,1,0.0,0,0,0,0,0,0
Hamze El-Zayat,EMU,WR,1,0,1,0.0,0,0,0,0,0,0
Mike Purcell,MD,OL,1,0,1,0.0,0,0,0,0,0,0
Zion Webb,JVST,QB,1,0,1,0.0,0,0,0,0,0,0
Spencer Curtis,NEV,WR,1,0,1,0.0,0,0,0,0,0,0
Chaz Ah You,BYU,LB,1,0,1,0.0,0,0,0,0,0,0
Ryan Montgomery,CIN,RB,0,1,1,0.0,0,0,0,0,0,0
Peyton Sawyer,HOU,WR,1,0,1,0.0,0,0,0,0,0,0
Emory Jones,CIN,QB,1,0,1,0.0,0,0,0,0,0,0
Tanner Mordecai,WIS,QB,1,0,1,0.0,0,0,0,0,0,0
Julian Pearl,ILL,OL,0,1,1,0.0,0,0,0,0,0,0
Reuben Unije,HOU,OL,0,1,1,0.0,0,0,0,0,0,0
Maurice McIntyre,DUKE,OL,1,0,1,0.0,0,0,0,0,0,0
Michael Penix Jr.,WASH,QB,1,0,1,0.0,2,0,0,0,0,0
Rico Arnold,GAST,WR,1,0,1,0.0,17,0,0,0,0,0
Jeshaun Jones,MD,WR,1,0,1,0.0,0,0,0,0,0,0
Jordan McCloud,JMU,QB,1,0,1,0.0,0,0,0,0,0,0
Abi Nwabuoku-Okonji,JMU,DL,1,0,1,0.0,0,0,0,0,0,0
Jack Tuttle,MICH,QB,1,0,1,0.0,0,0,0,0,0,0
Layne Hatcher,BALL,QB,0,1,1,0.0,0,0,0,0,0,0
Thomas Pannunzio,CMU,WR,0,1,1,0.0,11,0,0,0,0,0
Asa Martin,TROY,RB,0,1,1,0.0,0,0,0,0,0,0
Matthew Jones,OSU,OL,0,1,1,0.0,0,0,0,0,0,0
Blue Smith,WKU,WR,1,0,1,0.0,0,0,0,0,0,0
Khalil Crowder,GASO,OL,1,0,1,0.0,17,0,0,0,0,0
Austin Ortega,TLSA,LS,0,1,1,0.0,0,0,0,0,0,0
Amad Anderson Jr.,TEM,WR,1,0,1,0.0,0,0,0,0,0,0
Jack Plummer,LOU,QB,1,0,1,0.0,0,0,0,0,0,0
Kessawn Abraham,RUTG,DB,1,0,1,0.0,0,0,0,0,0,0
Isaiah Spencer,ODU,TE,0,1,1,0.0,0,0,0,0,0,0
Devin Carter,WVU,WR,1,0,1,0.0,0,0,0,0,0,0
Sam Pinckney,CCU,WR,1,0,1,0.0,0,0,0,0,0,0
Cole Beck,VT,ATH,1,0,1,0.0,0,0,0,0,0,0
Darryle Simmons,MRSH,WR,1,0,1,0.0,0,0,0,0,0,0
Alan Bowman,OKST,QB,1,0,1,0.0,0,0,0,0,0,0
Anthony Torres,TOL,TE,1,0,1,0.0,0,0,0,0,0,0
Tyler Long,TOL,OL,1,0,1,0.0,0,0,0,0,0,0
Davis Brin,GASO,QB,1,0,1,0.0,0,0,0,0,0,0
Alec Holler,UCF,TE,1,0,1,0.0,6,0,0,0,0,0
Jake Zimmer,BUFF,LB,1,0,1,0.0,0,0,0,0,0,0
Juma Otoviano,RICE,RB,1,0,1,0.0,0,0,0,0,0,0
Jamari Brown,MSST,CB,1,0,1,0.0,0,0,0,0,0,0
Jaydan Smith,TXST,OL,1,0,1,0.0,4,0,0,0,0,0
Brendon Harris,WAKE,DB,0,1,1,0.0,0,0,0,0,0,0
Cam Johnson,NU,WR,1,0,1,0.0,0,0,0,0,0,0
Jalen Mayden,SDSU,QB,1,0,1,0.0,0,0,0,0,0,0
Terrell Haynes,UTSA,OL,1,0,1,0.0,0,0,0,0,0,0
Anthony Grant,NEB,RB,1,0,1,0.0,0,0,0,0,0,0
Jamarcus Chatman,TROY,DT,1,0,1,0.0,0,0,0,0,0,0
Ryan Rivera,LT,TE,1,0,1,0.0,0,0,0,0,0,0
Gino Campiotti,MASS,TE,1,0,1,0.0,22,0,0,0,0,0
Reggie Brown,JMU,WR,1,0,1,0.0,0,0,0,0,0,0
Camden Wise,JMU,PK,0,1,1,0.0,0,0,0,0,0,0
Dylan Brown,FSU,DL,1,0,1,0.0,0,0,0,0,0,0
Elisha Guidry,SJSU,DB,1,0,1,0.0,0,0,0,0,0,0
Nolan Quinlan,ULM,TE,1,0,1,0.0,0,0,0,0,0,0
DJ Irons,AKR,QB,1,0,1,0.0,0,0,0,0,0,0
Tylan Grable,UCF,OL,1,0,1,0.0,0,0,0,0,0,0
Scotty Humpich,PUR,LB,1,0,1,1.0,0,0,0,0,0,0
Landon Parker,TROY,WR,1,0,1,0.0,0,0,0,0,0,0
Collin Springer,GASO,LS,1,0,1,0.0,0,0,0,0,0,0
Talik Keaton,MRSH,WR,0,1,1,0.0,2,0,0,0,0,0
Dalton Tucker,MRSH,OL,0,1,1,0.0,17,0,0,0,0,0
German Green,MICH,DB,1,0,1,0.0,0,0,0,0,0,0
Casey Glover,TULN,P,1,0,1,0.0,0,0,0,0,0,0
Max Wright,TA&M,TE,1,0,1,0.0,0,0,0,0,0,0
Isaac Guerendo,LOU,RB,1,0,1,0.0,5,0,0,0,0,0
Isaiah Mullens,WIS,DE,0,1,1,0.0,-3,0,0,0,0,0
Nazar Bombata,ARIZ,RB,1,0,1,0.0,0,0,0,0,0,0
Monroe Young,CAL,WR,1,0,1,0.0,0,0,0,0,0,0
Phil Jurkovec,PITT,QB,1,0,1,0.0,8,0,0,0,0,0
Hayden Gillum,KSU,OL,1,0,1,0.0,0,0,0,0,0,0
Randen Plattner,KSU,LS,1,0,1,0.0,14,0,0,0,0,0
Dylan McDuffie,KU,RB,1,0,1,0.0,0,0,0,0,0,1
Jarrett Kingston,USC,OL,1,0,1,0.0,0,0,0,0,0,0
Isaah Crocker,NEV,WR,1,0,1,0.0,0,0,0,0,0,0
Keith Gallmon Jr.,USA,S,0,1,1,0.0,0,0,0,0,0,0
Ben Wooldridge,UL,QB,1,0,1,0.0,0,0,0,0,0,0
Matt Lawson,NU,DL,1,0,1,0.0,6,0,0,0,0,0
Solo Vaipulu,HAW,OL,1,0,1,0.0,0,0,0,0,0,0
Shelton Zeon III,UNLV,TE,1,0,1,0.0,18,0,0,0,0,0
Jac Casasante,USC,LS,0,1,1,0.0,0,0,0,0,0,0
Leroy Thomas,ODU,OL,1,0,1,0.0,0,0,0,0,0,0
Nick D'Ambra,FRES,LS,1,0,1,0.0,58,0,0,0,0,0
Preston Nichols,PUR,OL,1,0,1,0.0,23,0,0,0,0,0
David Nwaogwugwu,TOL,OL,1,0,1,0.0,0,0,0,0,0,0
Jaylen Johnson,ECU,WR,1,0,1,0.0,0,0,0,0,0,0
Lloyd McFarquhar,RICE,CB,1,0,1,0.0,0,0,0,0,0,0
Brennen Milliron,USM,LS,0,1,1,0.0,0,0,0,0,0,0
Elijah Collins,OKST,RB,0,1,1,0.0,0,0,0,0,0,0
Jack Blumer,KSU,P,1,0,1,0.0,0,0,0,0,0,0
Cedric Dunbar II,BGSU,G,1,0,1,0.0,0,0,0,0,0,0
Ben Straatmann,MIZ,DL,1,0,1,0.0,0,0,0,0,0,0
Cody Schrader,MIZ,RB,0,1,1,0.0,0,0,0,0,0,0
Austin Stogner,OU,TE,1,0,1,0.0,0,0,0,0,0,0
Dylan Wright,TCU,WR,1,0,1,0.0,0,0,0,0,0,0
Zeke Correll,ND,OL,1,0,1,0.0,15,0,0,0,0,0
Travis Jay,COLO,CB,0,1,1,0.0,0,0,0,0,0,0
Colby Bowman,USU,WR,1,0,1,0.0,0,0,0,0,0,0
Izuchukwu King Ani,TLSA,DL,0,1,1,0.0,0,0,0,0,0,0
Cade Stover,OSU,TE,1,0,1,0.0,7,0,0,0,0,0
Hank Bachmeier,LT,QB,0,1,1,0.0,0,0,0,0,0,0
Jayden Addison,CCU,LB,0,1,1,0.0,11,0,0,0,0,0
Jarrad Baker,UCF,WR,1,0,1,0.0,0,0,0,0,0,0
Cooper Beebe,KSU,OL,1,0,1,0.0,11,0,0,0,0,0
Myles Bell,MRSH,CB,0,1,1,0.0,0,0,0,0,0,0
Payton Bunch,CCU,LS,1,0,1,0.0,1,0,0,0,0,0
Antonio Clary,UVA,S,0,1,1,0.0,0,0,0,0,0,0
Duke Clemens,UCLA,OL,0,1,1,0.0,0,0,0,0,0,0
Kevens Clercius,CONN,WR,1,0,1,0.0,0,0,0,0,0,0
Luke McCaffrey,RICE,WR,1,0,1,0.0,0,0,0,0,0,0
Blair Conwright,UNT,WR,1,0,1,0.0,0,0,0,0,0,0
Garrett Shrader,SYR,QB,1,0,1,0.0,0,0,0,0,0,0
Dashaun Davis,APP,WR,1,0,1,0.0,0,0,0,0,0,0
Lucas Dean,UTSA,P,1,0,1,0.0,8,0,0,0,0,0
Xavier Truss,UGA,OL,1,0,1,0.0,0,0,0,0,0,0
Brian Driscoll,CAL,OL,1,0,1,0.0,0,0,0,0,0,0
J.D. Duplain,MSU,OL,1,0,1,0.0,0,0,0,0,0,0
Trevor Keegan,MICH,OL,1,0,1,0.0,0,0,0,0,0,0
Mason Fairchild,KU,TE,1,0,1,0.0,0,0,0,0,0,0
Nick Fedanzo,ILL,RB,1,0,1,0.0,0,0,0,0,0,0
Jeff Foreman,ARST,WR,1,0,1,0.0,0,0,0,0,0,0
Zakhari Franklin,MISS,WR,1,0,1,0.0,0,0,0,0,0,0
Dillon Gabriel,OU,QB,1,0,1,0.0,0,0,0,0,0,0
Jeremy Hollingsworth,WYO,RB,1,0,1,0.0,21,0,0,0,0,0
Broderick Roman,EMU,OL,1,0,1,0.0,0,0,0,0,0,0
Lexington Joseph,FIU,RB,0,1,1,0.0,20,0,0,0,0,0
Mike Katic,IU,OL,1,0,1,0.0,0,0,0,0,0,0
Tarik Luckett,UNT,CB,1,0,1,0.0,8,1,0,0,0,0
Spencer Lytle,STAN,LB,1,0,1,0.0,0,0,0,0,0,0
Tony Mathis Jr.,HOU,RB,1,0,1,0.0,0,0,0,0,0,0
Jalen McGaughy,CMU,WR,1,0,1,0.0,0,0,0,0,0,0
Dontae McMillan,EMU,RB,0,1,1,0.0,9,0,0,0,0,0
Cale Millen,CONN,DB,0,1,1,0.0,34,0,0,0,0,0
Kris Mitchell,FIU,WR,1,0,1,0.0,0,0,0,0,0,0
Elijah Mojarro,RICE,TE,1,0,1,0.0,0,0,0,0,0,0
Tre Mosley,MSU,WR,1,0,1,0.0,0,0,0,0,0,0
Kaleo Neves,NEV,-,1,0,1,0.0,0,0,0,0,0,1
Nouredin Nouili,NEB,OL,1,0,1,0.0,1,0,0,0,0,0
Justin Olson,MTSU,WR,0,1,1,0.0,70,0,0,0,0,0
Micaiah Overton,TA&M,DL,0,1,1,0.0,0,0,0,0,0,0
Landon Peterson,TTU,OL,0,1,1,0.0,0,0,0,0,0,0
Etinosa Reuben,GT,DL,0,1,1,0.0,0,0,0,0,0,0
Kabbash Richards,AKR,DE,0,1,1,0.0,0,0,0,0,0,0
Will Rogers,CCU,DL,0,1,1,0.0,0,0,0,0,0,0
Hayden Rucci,WIS,TE,1,0,1,0.0,0,0,0,0,0,0
Valentin Senn,CONN,OL,1,0,1,0.0,6,0,0,0,0,0
Brandon Shivers,UTEP,CB,0,1,1,0.0,0,0,0,0,0,0
Kedon Slovis,BYU,QB,1,0,1,0.0,13,0,0,0,0,0
Ainias Smith,TA&M,WR,1,0,1,0.0,0,0,0,0,0,0
Melquan Stovall,ASU,WR,1,0,1,0.0,0,0,0,0,0,0
Aaron Bedgood,LIB,WR,1,0,1,0.0,0,0,0,0,0,0
George Udo,CIN,S,0,1,1,0.0,9,0,0,0,0,0
Sean Tyler,MINN,RB,1,0,1,0.0,0,0,0,0,0,0
Charlie Vincent,UTAH,RB,1,0,1,0.0,12,0,0,0,0,0
Dayton Wade,MISS,WR,1,0,1,0.0,0,0,0,0,0,0
Casey Washington,ILL,WR,1,0,1,0.0,0,0,0,0,0,0
Jacob Bernard,UL,WR,1,0,1,0.0,0,0,0,0,0,0
Xavier Weaver,COLO,WR,1,0,1,0.0,0,0,0,0,0,0
Quintavius Workman,SHSU,WR,1,0,1,0.0,0,0,0,0,0,0
Jalen Rivers,MIA,OL,1,0,1,0.0,0,0,0,0,0,0
DJ Uiagalelei,ORST,QB,0,1,1,0.0,0,0,0,0,0,0
Jeff Sims,NEB,QB,1,0,1,0.0,0,0,0,0,0,0
Ethan Garbers,UCLA,QB,1,0,1,0.0,0,0,0,0,0,0
Chad Lindberg,UGA,OL,1,0,1,0.0,0,0,0,0,0,0
Gee Scott Jr.,OSU,TE,1,0,1,0.0,33,0,0,0,0,0
Theo Johnson,PSU,TE,1,0,1,0.0,0,0,0,0,0,0
Elijhah Badger,ASU,WR,0,1,1,0.0,0,0,0,0,0,0
Jahvante Royal,PITT,DB,0,1,1,0.0,0,0,0,0,0,0
Eli Acker,MISS,OL,1,0,1,0.0,0,0,0,0,0,0
Peny Boone,TOL,RB,1,0,1,0.0,0,0,0,0,0,0
Tyrone Broden,ARK,WR,1,0,1,0.0,0,0,0,0,0,0
Jalon Calhoun,DUKE,WR,1,0,1,0.0,0,0,0,0,0,0
Joey Capra,NEV,OL,1,0,1,0.0,0,0,0,0,0,0
Quinton Cooley,LIB,RB,1,0,1,0.0,0,0,0,0,0,0
Drake Dabney,BAY,TE,1,0,1,0.0,0,0,0,0,0,0
Dom D'Antonio,NU,OL,1,0,1,0.0,0,0,0,0,0,0
Ray Davis,UK,RB,1,0,1,0.0,0,0,0,0,0,0
Osei Dixon,MASS,DB,1,0,1,0.0,18,0,0,0,0,0
Chandler Fields,UL,QB,1,0,1,0.0,0,0,0,0,0,0
Jacob Gideon,WMU,OL,1,0,1,0.0,0,0,0,0,0,0
Charlie Ham,DUKE,PK,1,0,1,0.0,0,0,0,0,0,0
Michael Ford Jr.,KU,OL,1,0,1,0.0,2,0,0,0,0,0
Elijah Gaines,UVA,CB,0,1,1,0.0,0,0,0,0,0,0
Jacob Gardner,CSU,OL,1,0,1,0.0,0,0,0,0,0,0
Jimmy Calloway,LOU,WR,1,0,1,0.0,0,0,0,0,0,0
Tim Horn,RICE,PK,1,0,1,0.0,0,0,0,0,0,0
Jarrod Hufford,ISU,OL,0,1,1,0.0,0,0,0,0,0,0
JoVoni Johnson-McCray,RICE,WR,1,0,1,0.0,23,0,0,0,0,0
Adarious Jones,MEM,DL,0,1,1,0.0,0,0,0,0,0,0
Jawhar Jordan,LOU,RB,1,0,1,0.0,0,0,0,0,0,0
Reid Holskey,M-OH,OL,1,0,1,0.0,0,0,0,0,0,0
Jeremiah Hunter,CAL,WR,1,0,1,0.0,0,0,0,0,0,0
Xavier Legette,SC,WR,1,0,1,0.0,-3,0,0,0,0,0
Luke Kandra,CIN,OL,0,1,1,0.0,2,0,0,0,0,0
K.D. McDaniel,UCF,DE,0,1,1,0.0,0,0,0,0,0,0
Josiah Miamen,FIU,TE,1,0,1,0.0,8,0,0,0,0,0
Richie Leonard IV,FLA,OL,1,0,1,0.0,0,0,0,0,0,0
Deuce Palmer,USC,LB,1,0,1,0.0,0,0,0,0,0,0
Ethan Piper,NEB,OL,1,0,1,0.0,12,0,0,0,0,0
Julian Richardson,AKR,LB,0,1,1,0.0,5,0,0,0,0,0
Wynston Russell,ORST,DB,1,0,1,0.0,0,1,0,0,0,0
Marquez Cooper,BALL,RB,1,0,1,0.0,0,0,0,0,0,0
TJ Sheffield,PUR,WR,1,0,1,0.0,0,0,0,0,0,0
Joe Shimko,NCSU,LS,0,1,1,0.0,18,0,0,0,0,0
Brannon Spector,CLEM,WR,1,0,1,0.0,0,0,0,0,0,0
Ja'Lynn Polk,WASH,WR,1,0,1,0.0,0,0,0,0,0,0
Myles Price,TTU,WR,1,0,1,0.0,0,0,0,0,0,0
Dariyan Wiley,ULM,WR,1,0,1,0.0,0,0,0,0,0,0
Julian Fleming,OSU,WR,1,0,1,0.0,0,0,0,0,0,0
Chris Tyree,ND,WR,0,1,1,0.0,0,0,0,0,0,0
Sedrick Van Pran,UGA,OL,1,0,1,0.0,0,0,0,0,0,0
Xzavier Henderson,CIN,WR,1,0,1,0.0,31,0,0,0,0,0
Ja'Quavion Fraziars,FLA,WR,1,0,1,0.0,0,0,0,0,0,0
Carson Beck,UGA,QB,1,0,1,0.0,0,0,0,0,0,0
Jaden Dottin,TOL,WR,0,1,1,0.0,0,0,0,0,0,0
Tate Johnson,AUB,OL,0,1,1,0.0,4,0,0,0,0,0
Chip Trayanum,OSU,RB,0,1,1,0.0,0,0,0,0,0,0
Caziah Holmes,FSU,RB,1,0,1,0.0,0,0,0,0,0,0
Jadon Thompson,LOU,WR,1,0,1,0.0,0,0,0,0,0,0
Sammy Anderson Jr.,CIN,CB,1,0,1,0.0,0,0,0,0,0,0
Kimani Vidal,TROY,RB,1,0,1,0.0,42,0,0,0,0,0
Kentrel Bullock,USA,RB,1,0,1,0.0,0,0,0,0,0,0
Chance Coleman,FIU,LB,0,1,1,0.0,17,0,0,0,0,0
John Copenhaver,UNC,TE,1,0,1,0.0,0,0,0,0,0,0
Brayden Evans,BALL,RB,0,1,1,0.0,0,0,0,0,0,0
Ben Finley,CAL,QB,1,0,1,0.0,0,0,0,0,0,0
Isaiah Fisher-Smith,DUKE,S,1,0,1,0.0,0,0,0,0,0,0
Drake Heismeyer,MIZ,OL,1,0,1,0.0,2,0,0,0,0,0
Jimmy Holiday,WKU,WR,1,0,1,0.0,0,0,0,0,0,0
Taji Johnson,BC,WR,0,1,1,0.0,0,0,0,0,0,0
Malachai Jones,TLSA,WR,1,0,1,0.0,0,0,0,0,0,0
Keith Brown,LOU,LB,0,1,1,0.0,0,0,0,0,0,0
Hayden Conner,TEX,OL,1,0,1,0.0,0,0,0,0,0,0
Kenzel Lawler,UTAH,CB,1,0,1,0.0,0,0,0,0,0,0
Jalil Farooq,OU,WR,1,0,1,0.0,0,0,0,0,0,0
Korey Foreman,USC,DL,0,1,1,0.0,0,0,0,0,0,0
Ethan Mottinger,MASS,OL,1,0,1,0.0,0,0,0,0,0,0
Blake Nowell,TCU,WR,0,1,1,0.0,5,0,0,0,0,0
Luke Petitbon,WAKE,OL,1,0,1,0.0,0,0,0,0,0,0
Taylen Green,BOIS,QB,1,0,1,0.0,0,0,0,0,0,0
Mark Redman,SDSU,TE,1,0,1,0.0,0,0,0,0,0,0
Xavier Restrepo,MIA,WR,1,0,1,0.0,2,0,0,0,0,0
Jason Scott,BC,DB,1,0,1,0.0,0,0,0,0,0,0
Ken Seals,VAN,QB,1,0,1,0.0,0,0,0,0,0,0
George Sell,WAKE,OL,0,1,1,0.0,0,0,0,0,0,0
Jonathan Jefferson,UGA,DL,1,0,1,0.0,8,1,0,0,0,0
Logan Smothers,JVST,QB,1,0,1,0.0,0,0,0,0,0,0
Dylan Downing,PUR,RB,1,0,1,0.0,7,0,0,0,0,0
Ashton Stredick,CAL,RB,0,1,1,0.0,0,0,0,0,0,0
Tristan Leigh,CLEM,OL,1,0,1,0.0,9,0,0,0,0,0
Ricky White,UNLV,WR,1,0,1,0.0,0,0,0,0,0,0
Dameon Wilson,MIZ,LB,1,0,1,0.0,0,0,0,0,0,0
Mavin Anderson,CAL,WR,1,0,1,0.0,0,0,0,0,0,0
James BlackStrain,GT,WR,0,1,1,0.0,0,0,0,0,0,0
Zaire Patterson,CLEM,DE,0,1,1,0.0,0,0,0,0,0,0
Ja'Corey Brooks,ALA,WR,1,0,1,0.0,1,0,0,0,0,0
Connor Colby,IOWA,OL,1,0,1,0.0,0,0,0,0,0,0
Elliot Donald,PITT,DL,1,0,1,0.0,8,0,0,0,0,0
Donovan Jackson,OSU,OL,1,0,1,0.0,0,0,0,0,0,0
Antwain Littleton II,MD,RB,1,0,1,0.0,0,0,0,0,0,0
Eli Stowers,NMSU,QB,1,0,1,0.0,0,0,0,0,0,0
Monte Watkins,NMSU,RB,0,1,1,0.0,0,0,0,0,0,0
Elijah Metcalf,MTSU,WR,1,0,1,0.0,0,0,0,0,0,0
Jackson West,FSU,TE,1,0,1,0.0,0,0,0,0,0,0
Miles Fleming,OHIO,S,1,0,1,0.0,0,0,0,0,0,0
Matthew Hibner,MICH,TE,1,0,1,0.0,0,0,0,0,0,0
Trevor Kardell,KU,TE,1,0,1,0.0,0,0,0,0,0,0
Carson Lee,EMU,OL,1,0,1,0.0,0,0,0,0,0,0
Ahmani Marshall,APP,RB,0,1,1,0.0,0,0,0,0,0,0
Nate McCollum,UNC,WR,1,0,1,0.0,0,0,0,0,0,0
Nate Pedraza,BALL,LB,1,0,1,0.0,0,0,0,0,0,0
Jordan Reagan,OKST,CB,1,0,1,0.0,18,0,0,0,0,0
Javontez Spraggins,TENN,OL,1,0,1,0.0,0,0,0,0,0,0
Kahlil Brantley,FAU,TE,0,1,1,0.0,0,0,0,0,0,0
Reid Carrico,OSU,LB,0,1,1,0.0,0,0,0,0,0,0
JoJo Earle,TCU,WR,1,0,1,0.0,15,0,0,0,0,0
Blake Fisher,ND,OL,1,0,1,0.0,0,0,0,0,0,0
Antonio Harmon,MSST,TE,1,0,1,0.0,7,0,0,0,0,0
TreVeyon Henderson,OSU,RB,1,0,1,0.0,0,0,0,0,0,0
Zeiqui Lawton,WVU,DL,0,1,1,0.0,0,0,0,0,0,0
Moliki Matavao,UCLA,TE,1,0,1,0.0,0,0,0,0,0,0
Jalen Milroe,ALA,QB,1,0,1,0.0,0,0,0,0,0,0
Brian Thomas Jr.,LSU,WR,0,1,1,0.0,58,0,0,0,0,0
Kaidon Salter,LIB,QB,1,0,1,0.0,0,0,0,0,0,0
Gavin Gerhardt,CIN,OL,0,1,1,0.0,10,0,0,0,0,0
Mitch Griffis,WAKE,QB,0,1,1,0.0,0,0,0,0,0,0
Xavier McIver,ECU,DL,0,1,1,0.0,0,0,0,0,0,0
Caleb Medford,UNM,WR,1,0,1,0.0,8,0,0,0,0,0
Tyson Meiguez,GT,LB,0,1,1,0.0,0,0,0,0,0,0
Kole Taylor,WVU,TE,0,1,1,0.0,0,0,0,0,0,0
Courtney Jackson,ARST,WR,1,0,1,0.0,0,0,0,0,0,1
Will Swanson,KSU,TE,1,0,1,0.0,0,0,0,0,0,0
Nathan Reichert,BALL,DL,0,1,1,0.0,37,0,0,0,0,0
Andrew Milek,USC,OL,1,0,1,0.0,20,0,0,0,0,0
Jerren Gilbert,LT,OL,1,0,1,0.0,0,0,0,0,0,0
Jayland Parker,NCSU,LB,1,0,1,0.0,0,0,0,0,0,0
James Bomba,IU,TE,0,1,1,0.0,0,0,0,0,0,0
Omarion Dollison,JMU,WR,0,1,1,0.0,0,0,0,0,0,0
Chevez Trask,TEM,OL,0,1,1,0.0,0,0,0,0,0,0
Kahlil Benson,IU,OL,1,0,1,0.0,14,0,0,0,0,0
Dakota White,LT,OL,0,1,1,0.0,0,0,0,0,0,0
Justin Mckithen,FAU,CB,1,0,1,0.0,0,0,0,0,0,0
Taylor Morin,WAKE,WR,1,0,1,0.0,24,0,0,0,0,0
Zach Ranson,WAKE,LB,0,1,1,0.0,0,0,0,0,0,0
Taulia Tagovailoa,MD,QB,1,0,1,0.0,0,0,0,0,0,0
Gabe Pugh,LT,LS,1,0,1,0.0,0,0,0,0,0,0
Jack Martin,HOU,PK,1,0,1,0.0,0,0,0,0,0,0
John Oehrlein,TXST,LS,0,1,1,0.0,0,0,0,0,0,0
Enoch Jackson,UNT,DL,0,1,1,0.0,36,0,0,0,0,0
Tyler Fromm,AUB,TE,1,0,1,0.0,0,0,0,0,0,0
Jadon Jackson,KSU,WR,1,0,1,0.0,0,0,0,0,0,0
Darion Williamson,FSU,WR,0,1,1,0.0,9,0,0,0,0,0
Alex Flinn,ECU,QB,1,0,1,0.0,0,0,0,0,0,0
Rodrigues Clark,USM,RB,0,1,1,0.0,9,0,0,0,0,0
Jacob Likes,MEM,OL,1,0,1,0.0,0,0,0,0,0,0
Javon Ivory,USA,WR,0,1,1,0.0,0,0,0,0,0,0
Julian Hernandez,VAN,OL,1,0,1,0.0,0,0,0,0,0,0
