Player,School,POS,REC,YDS,AVG,LNG,TD
Matthew McCallister,LT,WR,2,27,13.5,17,0
Caleb Komolafe,NU,RB,4,27,6.8,14,1
AJ Jones,ARIZ,WR,5,27,5.4,14,0
Isaiah Woullard,ULM,RB,9,26,2.9,19,1
Kaleb Carter,UL,WR,3,26,8.7,11,0
Von Swinton,EMU,WR,4,26,6.5,13,0
Dalton Andrews,TOL,TE,4,26,6.5,10,2
Var'Keyes Gumms,ARK,TE,3,26,8.7,25,0
Grant Wilson,ODU,QB,1,26,26.0,30,1
Tim Gans,NMSU,RB,2,26,13.0,14,0
Tylan Hines,HAW,RB,7,26,3.7,18,0
Tripp Riordan,SMU,TE,1,26,26.0,26,0
Kade McIntyre,OU,TE,1,26,26.0,26,0
Titus Lyons,TXST,TE,5,26,5.2,7,0
Malik Baker II,CLT,WR,5,26,5.2,9,0
Brannon Spector,CLEM,WR,4,25,6.3,11,0
Beau Johnson,GASO,TE,3,25,8.3,16,0
AJ Green,ARK,RB,6,25,4.2,11,1
Tyler Moore,ISU,TE,4,25,6.3,14,1
Reggie Brown,TULN,TE,3,25,8.3,14,0
Tyler Brennan,ARMY,WR,1,25,25.0,25,0
Brock Spalding,ECU,WR,3,25,8.3,11,0
Zylan Perry,UL,RB,3,25,8.3,16,0
Aidan Mizell,FLA,WR,2,25,12.5,16,0
Dijon Stanley,UTAH,RB,2,25,12.5,14,0
Jack Griese,UVA,RB,3,25,8.3,14,0
Vaughn Blue,LIB,RB,3,25,8.3,12,1
Christian Earls,UNLV,TE,2,25,12.5,14,0
O'Shaan Allison,OHIO,RB,9,24,2.7,7,0
Shawn Bowman,RUTG,TE,4,24,6.0,9,0
J.T. Shrout,ARST,QB,1,24,24.0,24,0
Tyneil Hopper,MSU,TE,2,24,12.0,13,1
Jayson Jones,JVST,WR,2,24,12.0,18,0
Tamatoa Mokiao-Atimalala,HAW,WR,4,24,6.0,9,0
Koy Moore,AUB,WR,3,24,8.0,13,0
Aaron Young,RUTG,RB,3,24,8.0,10,2
Jaison Patterson,BGSU,RB,2,24,12.0,17,0
Dre'lyn Washington,UL,RB,4,24,6.0,14,1
Ethan Erickson,BYU,TE,2,24,12.0,19,0
Aidan Laughery,ILL,RB,2,24,12.0,12,0
Richard Reese,BAY,RB,7,24,3.4,10,0
David Cordero,HAW,RB,5,24,4.8,9,0
Jordan Ford,TLSA,RB,9,24,2.7,10,0
Tre Spivey,KSU,WR,1,24,24.0,24,0
Nick Munson,BALL,WR,5,24,4.8,10,0
Kejuan Bullard Jr.,SJSU,WR,1,24,24.0,24,0
Clay Swinney,CLEM,WR,1,24,24.0,24,0
Jayson Littlejohn,USF,TE,6,24,4.0,6,2
Jaivian Thomas,CAL,RB,3,24,8.0,13,1
Tavion Smith,UL,WR,2,24,12.0,21,1
Seth Porter,KSU,WR,2,23,11.5,16,1
Jack Coldiron,M-OH,TE,1,23,23.0,23,0
Delbert Mimms III,NCSU,RB,3,23,7.7,23,0
Nik Ognenovic,AKR,TE,2,23,11.5,18,0
Nay'Quan Wright,USF,RB,8,23,2.9,12,0
Zak Wallace,ARST,RB,6,23,3.8,11,0
Jackson Meeks,UGA,WR,1,23,23.0,23,0
Jovantae Barnes,OU,RB,5,23,4.6,11,0
Deuce Spann,FSU,WR,1,23,23.0,23,0
Cade Yacamelli,WIS,RB,4,23,5.8,11,0
Terron Kellman,CLT,RB,2,23,11.5,19,0
Justin Marshall,CSU,RB,2,23,11.5,17,0
Joey Bruszer,SMU,WR,1,23,23.0,23,1
Luca Caldarella,UTAH,WR,2,23,11.5,16,0
Maxwell Moss,JMU,WR,2,23,11.5,13,1
DT Sheffield,WSU,WR,5,23,4.6,15,0
Jarett Garner,ECU,WR,4,22,5.5,7,0
Nick Miles,WYO,TE,1,22,22.0,22,0
Trent Howland,IU,RB,3,22,7.3,11,0
Jayson Raines,STAN,WR,3,22,7.3,11,0
Evan Lester Jr.,GASO,TE,2,22,11.0,21,1
Kamryn Perry,IU,WR,3,22,7.3,9,0
Connor Walendzak,TOL,RB,2,22,11.0,12,0
Bennett Galloway,ULM,RB,2,22,11.0,15,0
Langston Anderson,TXST,WR,1,21,21.0,21,0
Kendall Milton,UGA,RB,3,21,7.0,12,0
Antwain Littleton II,MD,RB,4,21,5.3,10,0
Taulia Tagovailoa,MD,QB,1,21,21.0,21,0
Tyler Fromm,AUB,TE,3,21,7.0,9,0
Hunter Salmon,TENN,TE,2,21,10.5,14,0
Tyler Crowe,BOIS,RB,3,21,7.0,10,0
Brandon Hayes,USM,WR,2,21,10.5,17,0
Peter Montini,CSU,TE,3,21,7.0,11,0
James Burns,CONN,WR,2,21,10.5,24,0
Joshua Lingenfelter,ARMY,TE,1,21,21.0,21,0
Earnest Crownover,TA&M,RB,2,21,10.5,19,2
Bryce Caufield,ORST,TE,1,21,21.0,21,0
Avion McBride,GAST,TE,1,21,21.0,21,0
Anthony Evans III,UGA,WR,3,21,7.0,15,0
Jaziun Patterson,IOWA,RB,3,21,7.0,18,0
Kenyon Sadiq,ORE,TE,4,21,5.3,9,0
Jayden Virgin,BOIS,DE,1,21,21.0,21,0
Trey Sanders,TCU,RB,5,20,4.0,8,0
Mycah Pittman,UTAH,WR,3,20,6.7,11,0
Andrew Bench,BGSU,TE,3,20,6.7,10,0
Luke Bolden,M-OH,TE,2,20,10.0,11,0
Gabe Ervin Jr.,NEB,RB,2,20,10.0,12,0
Anderson Castle,APP,RB,3,20,6.7,10,0
Colin O'Brien,WYO,TE,2,20,10.0,14,0
Henry Boyer,ILL,TE,3,20,6.7,9,0
Jaxson Lavender,SMU,WR,1,20,20.0,20,0
Cartevious Norton,ISU,RB,3,20,6.7,15,0
Jaidyn Doss,NEB,WR,2,20,10.0,16,0
Daniel Blood,MIZ,WR,2,20,10.0,16,0
Zeed Haynes,UGA,WR,1,20,20.0,20,0
Jay Haynes,CLEM,RB,2,20,10.0,14,1
Tyler Bradley,NAVY,RB,3,20,6.7,9,0
Sherod White,UNM,RB,4,19,4.8,13,0
Elijah Collins,OKST,RB,2,19,9.5,18,0
Pat Garwo III,BC,RB,4,19,4.8,5,0
Taji Johnson,BC,WR,1,19,19.0,19,0
Duane Martin,LOU,TE,1,19,19.0,19,0
Justin Stephens,TOL,TE,1,19,19.0,19,0
Alton McCaskill,COLO,RB,2,19,9.5,18,0
Anthony Smith,NCSU,WR,2,19,9.5,11,0
Bryce Duke,VT,RB,2,19,9.5,16,0
Ike Daniels,SYR,RB,3,19,6.3,8,0
Cooper Flanagan,ND,TE,1,19,19.0,19,1
Ross Fournet,FIU,WR,2,19,9.5,13,0
Max Bredeson,MICH,TE,2,19,9.5,14,0
Henry Rutledge,CLT,RB,4,19,4.8,7,0
Eric Holley III,TOL,WR,1,19,19.0,19,0
Seth Davis,MSST,RB,6,19,3.2,13,0
Devin Roche,ODU,RB,4,19,4.8,11,0
Javorian Wimberly,CMU,WR,2,19,9.5,17,0
Ryland Goede,MSST,TE,1,18,18.0,18,0
Ze'Vian Capers,WKU,WR,3,18,6.0,14,0
Mark-Antony Richards,UCF,RB,3,18,6.0,11,0
Trenton Bourguet,ASU,QB,1,18,18.0,18,0
Dalen Cambre,UL,WR,1,18,18.0,18,0
Donavyn Lester,UNLV,RB,5,18,3.6,7,0
Raleek Brown,USC,WR,3,18,6.0,14,0
Jonathan Davidson,BAY,WR,1,18,18.0,18,0
Charles Crawford III,SHSU,RB,1,18,18.0,18,0
Jelani Thurman,OSU,TE,2,18,9.0,14,0
Treyaun Webb,FLA,RB,4,18,4.5,12,0
Davis Sherwood,ND,TE,2,18,9.0,10,1
Brooks Johnson,CCU,TE,1,18,18.0,18,0
Ryan Manning,MD,WR,2,18,9.0,11,0
Peter Clarke,TEM,TE,2,18,9.0,16,1
Jymetre Hester,FAU,WR,4,18,4.5,12,0
Nate Burleson II,NEV,WR,2,18,9.0,20,0
PJ Martin,USA,RB,1,18,18.0,18,0
Everett Hunter,UNM,TE,2,18,9.0,16,0
Elijah Mojarro,RICE,TE,2,17,8.5,14,0
Drew Pyne,ASU,QB,1,17,17.0,17,0
Hamp Greene,CLEM,WR,2,17,8.5,12,0
Demarcus Jones II,NCSU,RB,1,17,17.0,17,0
Sevion Morrison,KU,RB,2,17,8.5,12,0
Kris Byrd,GAST,TE,2,17,8.5,9,0
Antwan Roberts,MRSH,RB,1,17,17.0,17,0
Gunnar Greenwald,USF,TE,4,17,4.3,8,1
Justin Kimber,ULM,WR,2,17,8.5,15,0
Decoldest Crawford,LT,WR,2,17,8.5,10,0
Andre Greene Jr.,UNC,WR,2,17,8.5,13,0
Bryce Bailey,MTSU,WR,3,17,5.7,7,1
C.J. Cole,WVU,WR,2,17,8.5,10,0
Kaleb Johnson,IOWA,RB,2,17,8.5,13,0
Kellen Stewart,MTSU,WR,3,17,5.7,22,0
Taylor Spierto,FLA,WR,2,17,8.5,10,0
Trevor Stephens,NMSU,TE,1,17,17.0,17,0
Shatavious Hogan,CMU,WR,1,17,17.0,17,0
Cortez Braham,WVU,WR,3,17,5.7,9,0
Olsen Patt-Henry,CLEM,TE,2,17,8.5,12,0
Hayden Large,IOWA,FB,2,17,8.5,15,0
David Bailey,TA&M,RB,1,16,16.0,16,0
Julio Ayamel,JMU,LB,2,16,8.0,12,0
Tristen Tewes,NIU,TE,2,16,8.0,10,0
Mike Drennen II,TOL,RB,2,16,8.0,9,0
Sam Adams II,WASH,RB,2,16,8.0,10,0
Jaylon Armstead,SDSU,RB,3,16,5.3,7,0
JuTahn McClain,UK,RB,3,16,5.3,10,0
Jay Ducker,MEM,RB,3,16,5.3,9,0
Artez Hooker,FIU,WR,2,16,8.0,13,0
Tyler Lavine,SMU,RB,3,16,5.3,10,0
Jaylen Thomas,KENT,RB,3,16,5.3,7,0
Julian Lopez,UTEP,TE,3,16,5.3,8,0
Colby McDonald,MD,RB,5,16,3.2,9,0
Dane Olson,CSU,WR,1,16,16.0,16,0
Ezavier Staples,UCLA,WR,1,16,16.0,16,0
Drew Biber,PUR,TE,1,16,16.0,16,1
Jack Reynolds,CLT,WR,2,16,8.0,9,0
Jacques Badolato-Birdsell,NEV,RB,2,16,8.0,8,0
Christian Carter,MEM,WR,2,16,8.0,9,1
Anthony Tyus III,NU,RB,2,16,8.0,9,0
Darrian Anderson,ORE,WR,2,16,8.0,16,0
Maximus Webster,BALL,TE,5,16,3.2,9,1
Mac Markway,LSU,TE,3,16,5.3,8,1
Xavier Loyd,KSU,WR,1,16,16.0,16,0
Christian Abney,BALL,TE,3,16,5.3,10,0
Jediyah Willoughby,TOL,WR,1,16,16.0,16,0
Jacob Kaminski,CMU,TE,1,16,16.0,16,0
Caleb Williams,USC,QB,1,15,15.0,15,0
Bryce Butler,OHIO,TE,3,15,5.0,9,1
Caleb Driskill,WYO,FB,2,15,7.5,11,1
Patrick Smith,VAN,RB,4,15,3.8,15,0
Donald Chaney Jr.,MIA,RB,5,15,3.0,4,0
Tyler Van Dyke,MIA,QB,0,15,0.0,15,0
Johnathan Arceneaux,FRES,RB,2,15,7.5,8,0
Jaren Randle,UTSA,WR,2,15,7.5,8,0
Zach Evans,MINN,RB,2,15,7.5,13,0
Jaylen Sargent,WYO,WR,1,15,15.0,15,0
Quincy Burroughs,WIS,WR,2,15,7.5,9,0
Kam Ingram,UCF,RB,1,15,15.0,15,0
Byrum Brown,USF,QB,1,15,15.0,15,0
Jacob Barrick,JVST,TE,2,15,7.5,8,0
Matthew Klopfenstein,BAY,TE,3,15,5.0,6,0
Jake Taylor,DUKE,TE,1,14,14.0,14,0
Tanner Mordecai,WIS,QB,2,14,7.0,19,0
Ari Broussard,RICE,RB,2,14,7.0,12,0
Isaiah Neyor,TEX,WR,1,14,14.0,14,0
Zyell Griffin,UNLV,WR,2,14,7.0,12,0
D.Q. James,WYO,RB,2,14,7.0,9,0
Eni Falayi,MASS,TE,1,14,14.0,14,0
Jake Renda,PITT,TE,2,14,7.0,12,0
Don Munnerlyn,TOL,WR,1,14,14.0,14,0
Jordan Anthony,TA&M,WR,3,14,4.7,11,0
Durell Robinson,CLT,RB,1,14,14.0,14,0
Luke Seib,UTEP,TE,1,14,14.0,14,0
Hawkins Polley,BAY,TE,2,14,7.0,13,1
Andrew Paul,UGA,RB,2,14,7.0,7,1
John Mateer,WSU,QB,2,14,7.0,9,0
Israel Polk,PITT,WR,1,14,14.0,14,0
Leo Pulalasi,WSU,RB,2,14,7.0,7,0
Jambres Dubar,BOIS,RB,5,14,2.8,7,0
Davion Dozier,ARK,WR,1,14,14.0,14,1
Cole Pruett,WSU,WR,2,14,7.0,9,0
Marshaun Brown,NEV,WR,1,14,14.0,14,0
Kahanu Davis,USU,WR,2,14,7.0,10,0
Anthony Grant,NEB,RB,4,13,3.3,9,0
Grant Misch,UVA,TE,3,13,4.3,5,0
Jordan Yates,SHSU,QB,1,13,13.0,13,0
Kalel Mullings,MICH,RB,1,13,13.0,13,0
Casey Cain,TEX,WR,1,13,13.0,13,0
PJ Johnson III,NMSU,WR,2,13,6.5,7,0
Simeon Price,MSST,RB,2,13,6.5,8,0
Jacob Coleman,MTSU,WR,2,13,6.5,10,0
Malik Bowen-Sims,DUKE,WR,3,13,4.3,12,0
Ryan Morgan,ASU,TE,2,13,6.5,10,0
Jace Wilson,UTSA,WR,1,13,13.0,13,0
Raymond Cottrell,TA&M,WR,1,13,13.0,13,1
Makai Lemon,USC,WR,4,13,3.3,6,0
Ethan Davies,UVA,WR,2,13,6.5,9,0
Jaden Platt,TA&M,TE,1,13,13.0,13,1
Famah Toure,RUTG,WR,1,13,13.0,13,0
Justyn Reid,USM,TE,1,13,13.0,13,0
Zach Mundell,ARMY,QB,2,13,6.5,7,0
Jacoby Bellazar,MSST,WR,1,13,13.0,13,0
Leo Kemp,SDSU,RB,2,13,6.5,8,1
Landan Brown,SHSU,RB,3,13,4.3,6,0
Chez Mellusi,WIS,RB,3,12,4.0,11,0
D'Wan Mathis,TEM,WR,2,12,6.0,9,0
Dontae McMillan,EMU,RB,1,12,12.0,12,0
Keontez Lewis,WIS,WR,1,12,12.0,12,0
Nick Kallerup,MINN,TE,3,12,4.0,5,0
Jordan Poole,NCSU,LB,1,12,12.0,12,1
Maximilian Mang,SYR,TE,2,12,6.0,7,1
Kaden Dudley,BOIS,RB,4,12,3.0,7,0
Heinrich Haarberg,NEB,QB,2,12,6.0,10,0
Lawson Albright,NU,TE,2,12,6.0,6,0
Greg Gaines III,ISU,WR,2,12,6.0,8,0
Braylon James,ND,WR,1,12,12.0,12,0
Deems May,UNC,TE,1,12,12.0,12,0
Kris Williams,UNLV,DB,1,12,12.0,12,0
Willie Gaines,COLO,WR,2,12,6.0,9,0
Victor Snow,BUFF,WR,1,12,12.0,12,0
Sam Hicks,CMU,RB,4,12,3.0,8,0
Billy Durocher,LIB,TE,2,12,6.0,6,0
Jayden O'Rourke,NEV,TE,1,12,12.0,12,0
Courtney Reese,UNLV,RB,4,11,2.8,13,0
Charlie Vincent,UTAH,RB,2,11,5.5,6,0
Ja'Shaun Poke,WVU,WR,2,11,5.5,11,0
Rodrigues Clark,USM,RB,3,11,3.7,7,0
Owen McGowan,BC,LB,2,11,5.5,9,1
Jacob Gill,NU,WR,1,11,11.0,11,0
Connor Witthoft,UNM,TE,1,11,11.0,11,0
Elijah Arroyo,MIA,TE,1,11,11.0,11,0
Aaron Steinfeldt,IU,TE,1,11,11.0,11,0
JJ Henry,MISS,WR,1,11,11.0,11,0
Daryon Triche,UTEP,RB,2,11,5.5,11,0
Robert Briggs Jr.,USU,RB,6,11,1.8,6,0
Terry Moore,DUKE,S,1,11,11.0,11,0
Josiah Zamora,USC,WR,2,11,5.5,6,0
Amin Hassan,NAVY,RB,3,11,3.7,5,0
Zach Vigil,UNM,RB,2,11,5.5,9,0
Wayne Knight,JMU,RB,1,11,11.0,11,0
Khamari Anderson,UK,TE,1,11,11.0,11,0
Cole Adams,ALA,WR,2,11,5.5,7,0
Jesse Ofurie,RUTG,WR,2,11,5.5,7,0
Cataurus Hicks,LOU,WR,1,11,11.0,11,0
Nate Johnson,BC,WR,1,11,11.0,11,0
Jyaire Shorter,AUB,WR,1,10,10.0,10,0
Jordan Morris,SHSU,DB,1,10,10.0,10,0
Jalen Jackson,ULM,WR,1,10,10.0,10,0
Darwin Barlow,USC,RB,1,10,10.0,10,0
Nate Muersch,M-OH,TE,3,10,3.3,5,1
Ethan Wright,CIN,RB,1,10,10.0,10,0
Joshua Rawlings,UVA,TE,2,10,5.0,9,1
Jack Coulson,KENT,WR,2,10,5.0,5,0
Jelani Stafford,CONN,DL,1,10,10.0,10,0
Charlie Browder,TENN,TE,2,10,5.0,8,0
Colby Powers,TLSA,TE,2,10,5.0,8,0
Jamal Johnson,BGSU,RB,2,10,5.0,8,0
Brandon Thomas,MEM,RB,2,10,5.0,6,0
EJ Wilson Jr.,TEM,RB,4,10,2.5,9,0
DJ Allen,TCU,WR,2,10,5.0,7,0
Victor Venn,LIB,RB,2,10,5.0,9,1
Ashton Hayes,NEV,RB,5,10,2.0,4,0
Charles Rogers,SJSU,LB,1,10,10.0,10,1
Gavin Yates,BAY,TE,2,10,5.0,8,0
Xavier Terrell,FAU,RB,2,10,5.0,6,0
Dylan Braithwaite,RUTG,WR,1,10,10.0,10,0
Dee Williams,TENN,DB,2,10,5.0,11,0
Cam Thompson,NIU,WR,2,10,5.0,6,0
Eli Finley,LT,TE,2,10,5.0,5,0
Tyree Kelly,USF,WR,1,10,10.0,10,0
David Mbadinga,GASO,RB,2,10,5.0,10,0
Dorian Lewis,UNM,RB,2,10,5.0,8,0
Quin Smith,AFA,WR,1,10,10.0,10,0
Jamai East,ORST,WR,1,10,10.0,10,0
Marcus Rogers,TROY,WR,2,9,4.5,5,0
Jahmyl Jeter,TXST,RB,1,9,9.0,9,0
Jalen Knox,MISS,WR,1,9,9.0,9,0
Matt Salerno,ND,WR,1,9,9.0,9,0
Rahmir Johnson,NEB,RB,3,9,3.0,6,0
Nolan Matthews-Harris,SMU,TE,1,9,9.0,9,1
B.J. Harris,CMU,RB,1,9,9.0,9,0
J.J. Sparkman,TTU,WR,2,9,4.5,8,0
Daniel Hishaw Jr.,KU,RB,1,9,9.0,9,0
Todd Justice,USA,TE,2,9,4.5,6,0
Malick Meiga,PSU,WR,3,9,3.0,7,0
Isaac Ross,MASS,WR,3,9,3.0,6,0
Caleb Hood,UNC,RB,1,9,9.0,9,0
Damien Taylor,TROY,RB,4,9,2.3,4,1
Banks Pope,CLEM,TE,1,9,9.0,9,0
Jaleel Skinner,MIA,TE,1,9,9.0,9,0
Patrick Gurd,OSU,TE,1,9,9.0,9,0
Gabe Burkle,ISU,TE,2,9,4.5,5,0
Sedrick Irvin,STAN,RB,2,9,4.5,5,0
Ajay Allen,MIA,RB,4,9,2.3,6,0
Jack Lausch,NU,QB,2,9,4.5,7,0
Xayvion Turner-Bradshaw,VT,WR,1,9,9.0,9,0
Micheal Caraway Jr.,USM,CB,1,9,9.0,9,0
Brandon Crum,USA,TE,2,8,4.0,5,1
Will Howard,KSU,QB,1,8,8.0,8,1
Kris Hutson,ORE,WR,1,8,8.0,8,0
Avery Morrow,CSU,RB,3,8,2.7,14,0
Evan Morris,MSU,TE,4,8,2.0,4,0
Francis Sherman,ARK,TE,1,8,8.0,8,0
Joey Bearns III,CLT,TE,3,8,2.7,7,0
Marco Lee Jr.,USA,RB,1,8,8.0,8,0
Cristian Driver,PSU,WR,1,8,8.0,8,0
Justin Morris,BALL,TE,1,8,8.0,8,0
Haakon Anderson,WIS,WR,1,8,8.0,8,0
Marlin Klein,MICH,TE,1,8,8.0,8,0
Max Reese,EMU,TE,2,8,4.0,6,0
Camden Sirmon,WASH,WR,1,8,8.0,8,0
Quentin Moore,WASH,TE,1,8,8.0,8,0
Peyton O'Leary,MICH,WR,1,8,8.0,8,1
Keyshaun Pipkin,NIU,WR,1,8,8.0,8,0
Jeremiah Aaron,WVU,WR,1,8,8.0,8,0
Denzil Alleyne,WKU,WR,1,8,8.0,8,1
Jamari Person,CSU,WR,1,8,8.0,8,0
Andrew Schnackenberg,BUFF,TE,2,8,4.0,6,1
Jacqez Barksdale,BUFF,RB,6,8,1.3,4,0
Brian Snead,ARST,RB,1,7,7.0,7,0
Solomon Vanhorse,JMU,RB,1,7,7.0,7,0
Elijah Downing,LOU,WR,1,7,7.0,7,0
Velton Gardner,SMU,RB,1,7,7.0,7,0
Rod Heard II,NU,DB,1,7,7.0,7,0
Micah Hilts,SMU,TE,1,7,7.0,7,0
Demarkcus Bowman,UCF,RB,2,7,3.5,4,0
Kurtis Rourke,OHIO,QB,1,7,7.0,7,0
J'Wan Evans,JVST,RB,2,7,3.5,5,0
Bayne Tryon,TLSA,TE,1,7,7.0,7,1
AJ Toney,MTSU,WR,3,7,2.3,7,0
Braylon Braxton,TLSA,QB,1,7,7.0,7,0
Landon Rogers,UNLV,WR,1,7,7.0,7,0
Zay Franks,USM,WR,1,7,7.0,7,0
Zuberi Mobley,FAU,RB,1,7,7.0,7,0
Dakota Twitty,UVA,WR,1,7,7.0,7,0
James Jointer Jr.,LIB,RB,1,7,7.0,7,0
Xavier Arline,NAVY,QB,2,7,3.5,6,0
Isaiah Garcia-Castaneda,NEB,WR,1,7,7.0,7,0
Charlie Spegal,BALL,RB,1,7,7.0,7,0
Marvin Landy,FAU,TE,1,7,7.0,7,0
Caleb Merritt,WYO,WR,1,7,7.0,7,0
Jayshon Platt,FAU,WR,2,7,3.5,5,0
Braden Pegan,UCLA,WR,1,7,7.0,7,0
Roger Walters,CLT,WR,1,7,7.0,7,0
William Fowles,LOU,WR,1,7,7.0,7,0
Evan Malcore,NIU,OL,0,7,0.0,7,0
Cole Speer,UGA,WR,1,7,7.0,7,0
Robert Stafford,MIA,DB,1,7,7.0,7,0
Quinten Joyner,USC,RB,1,7,7.0,7,0
Isaiah Augustave,ARK,RB,3,7,2.3,4,0
Israel Carter,USF,QB,1,7,7.0,7,0
Montravius Lloyd,PITT,RB,1,7,7.0,7,0
Jayvontay Conner,MISS,TE,1,7,7.0,7,0
Elija Walton,GASO,TE,1,7,7.0,7,0
Justin Williams-Thomas,CAL,RB,1,7,7.0,7,0
Jamarion Carroll,SMU,WR,1,7,7.0,7,0
Arhmad Branch,PUR,WR,1,7,7.0,7,0
Dayton Sneed,TENN,WR,1,7,7.0,7,0
Jamari Ferrell,WYO,RB,2,7,3.5,6,0
Joe Milton III,TENN,QB,1,6,6.0,6,0
Isaac Hodgins,ORST,DL,2,6,3.0,4,1
D'Marcus Adams,SYR,WR,1,6,6.0,6,0
Noah Cain,LSU,RB,1,6,6.0,6,1
Micah Bernard,UTAH,RB,2,6,3.0,8,0
Deon Fountain,CCU,WR,1,6,6.0,6,0
Leon Franklin,MICH,RB,1,6,6.0,6,0
Jake Schultz,OKST,FB,1,6,6.0,6,0
Kadinn Morris,WMU,TE,1,6,6.0,6,0
Josh Sterzer,USU,TE,1,6,6.0,6,0
Braden Davis,SYR,QB,2,6,3.0,7,0
Gus McGee,CLT,TE,1,6,6.0,6,0
Mason Wheeler,WASH,WR,1,6,6.0,6,0
Bryan Henry,HOU,TE,1,6,6.0,6,1
Michael McCalmont,CIN,TE,1,6,6.0,6,0
Keith Willis Jr.,LT,RB,3,6,2.0,4,0
Antoine Sullivan,FRES,WR,1,6,6.0,6,0
David Wells Jr.,ORST,WR,1,6,6.0,6,0
Jacob Godfrey,UNM,WR,1,6,6.0,6,0
Erik Pizarro,KSU,WR,1,5,5.0,5,0
Asher Alberding,CAL,TE,1,5,5.0,5,0
Sean Tyler,MINN,RB,4,5,1.3,13,0
Jude Wolfe,USC,TE,2,5,2.5,3,1
Ethan Garbers,UCLA,QB,1,5,5.0,5,0
Micah Kelly,TOL,RB,1,5,5.0,5,0
Terry Lockett Jr.,EMU,WR,1,5,5.0,5,0
Corey Wren,TCU,RB,1,5,5.0,5,0
Joe Royer,OSU,TE,1,5,5.0,5,0
Sean Greeley,MD,LB,2,5,2.5,4,2
Jack Kennedy,NU,WR,1,5,5.0,5,0
Avery White,USM,TE,1,5,5.0,5,0
Bobby Wooden,UNM,S,1,5,5.0,5,0
Myles Montgomery,CIN,RB,5,5,1.0,4,0
Max Patterson,RUTG,WR,1,5,5.0,5,0
Willie Shaw III,TOL,RB,1,5,5.0,5,0
Xavier Coleman,BC,RB,1,5,5.0,5,0
Troy Lewis,JMU,WR,1,5,5.0,5,0
Janiran Bonner,NEB,FB,1,5,5.0,5,0
Max Holler,UCF,TE,1,5,5.0,5,0
Dylan Paine,WSU,RB,1,5,5.0,5,0
Jaylen Ward,MTSU,WR,1,5,5.0,5,0
Trey Holly,LSU,RB,1,5,5.0,5,0
Lawson Luckie,UGA,TE,1,5,5.0,5,0
Kyler Kasper,ORE,WR,1,5,5.0,5,0
Robert Smith,MD,WR,2,5,2.5,5,0
George Hart III,ASU,RB,1,5,5.0,5,0
Taharin Sudderth,MTSU,WR,1,5,5.0,5,0
Brock Rechsteiner,JVST,WR,1,5,5.0,5,0
Danny Lewis Jr.,ALA,TE,1,5,5.0,5,0
Kenyon Clay,USM,RB,1,5,5.0,5,0
Evan Dickens,GT,RB,1,5,5.0,5,0
Anthony Frias II,KSU,RB,2,5,2.5,5,0
A.J. Turner,MRSH,RB,1,5,5.0,5,0
Jojo Phillips,BYU,WR,1,5,5.0,5,1
Tahj Gary,TLSA,RB,1,4,4.0,4,0
Dominique Johnson,ARK,RB,2,4,2.0,6,0
Elijah Canion,PUR,WR,1,4,4.0,4,0
Daniel Carter,PITT,RB,3,4,1.3,4,0
Justin Johnson Jr.,WVU,RB,2,4,2.0,3,0
Kyrese Rowan,USU,WR,1,4,4.0,4,0
Nick Harris,CONN,TE,1,4,4.0,4,1
Deyunkrea Lewis,TROY,TE,1,4,4.0,4,0
Trevor Borland,WKU,TE,1,4,4.0,4,0
Keegan Wilburn,OHIO,WR,1,4,4.0,4,0
Corey Cuascut-Palmer,TEM,CB,1,4,4.0,4,0
Brady Boyd,TTU,WR,2,4,2.0,4,0
Donnie Gray,NU,WR,1,4,4.0,4,0
Kelan Robinson,ECU,WR,1,4,4.0,4,0
Caleb Schmitz,CIN,TE,1,4,4.0,4,0
Tevin White,ASU,RB,1,4,4.0,4,0
Chase Ketterer,ND,RB,1,4,4.0,4,0
Elijah Wright,SYR,DL,1,4,4.0,4,0
Preston Daniel,FSU,TE,1,4,4.0,4,1
Ethan Dirrim,GASO,TE,3,4,1.3,2,0
Tobias Weaver,SHSU,RB,1,4,4.0,4,0
Jensen Jones,AFA,QB,1,4,4.0,4,0
Drew Allar,PSU,QB,1,4,4.0,4,0
Mata'ava Ta'ase,BYU,TE,1,4,4.0,4,0
Karmello English,MICH,WR,1,4,4.0,4,1
John Locke,LT,TE,2,4,2.0,3,1
Domonique Thomas,CLEM,RB,1,4,4.0,4,0
Kola Babalola,NEV,WR,1,4,4.0,4,0
Ryan Butler,STAN,RB,1,4,4.0,4,0
Tony Livingston,FLA,TE,1,4,4.0,4,0
Tyler Williams,UGA,WR,1,4,4.0,4,0
Micah Woods,BUFF,WR,1,4,4.0,4,0
Marcello Bussey,MEM,WR,1,4,4.0,4,0
Elijah Davis,UL,RB,1,4,4.0,4,0
Marvin Sims,WKU,WR,1,4,4.0,4,0
Alan Bowman,OKST,QB,1,3,3.0,3,0
Rashad Amos,M-OH,RB,4,3,0.8,6,0
Nolan Rucci,WIS,OL,1,3,3.0,3,1
Kamarro Edmonds,ECU,RB,1,3,3.0,3,0
Brandon Campbell,HOU,RB,1,3,3.0,3,0
Kendrell Flowers,NIU,RB,1,3,3.0,3,0
Talmage Gunther,BYU,WR,1,3,3.0,3,0
Jeremiah Webb,USA,WR,1,3,3.0,3,1
